id,id_pays,annee,valeur,id_unite,id_type_statistique
1,1,2018,7200,2,1
2,3,2018,16000,2,1
3,4,2018,330000,2,1
4,5,2018,140000,2,1
5,6,2018,3500,2,1
6,7,2018,28000,2,1
7,10,2018,6000,2,1
8,12,2018,14000,2,1
9,13,2018,3000,2,1
10,14,2018,27000,2,1
11,16,2018,4900,2,1
12,17,2018,73000,2,1
13,18,2018,1300,2,1
14,19,2018,22000,2,1
15,20,2018,500,2,1
16,21,2018,370000,2,1
17,22,2018,900000,2,1
18,24,2018,3500,2,1
19,25,2018,96000,2,1
20,26,2018,82000,2,1
21,27,2018,2400,2,1
22,28,2018,73000,2,1
23,29,2018,540000,2,1
24,31,2018,110000,2,1
25,32,2018,120000,2,1
26,33,2018,71000,2,1
27,35,2018,160000,2,1
28,36,2018,200,2,1
29,37,2018,89000,2,1
30,38,2018,15000,2,1
31,39,2018,460000,2,1
32,40,2018,1600,2,1
33,41,2018,31000,2,1
34,43,2018,4400,2,1
35,45,2018,450000,2,1
36,46,2018,6200,2,1
37,47,2018,8800,2,1
38,48,2018,70000,2,1
39,49,2018,44000,2,1
40,50,2018,22000,2,1
41,51,2018,25000,2,1
42,52,2018,62000,2,1
43,53,2018,18000,2,1
44,54,2018,7400,2,1
45,55,2018,210000,2,1
46,56,2018,690000,2,1
47,58,2018,4000,2,1
48,59,2018,180000,2,1
49,60,2018,53000,2,1
50,61,2018,26000,2,1
51,62,2018,9400,2,1
52,63,2018,87000,2,1
53,64,2018,330000,2,1
54,66,2018,47000,2,1
55,67,2018,120000,2,1
56,68,2018,44000,2,1
57,69,2018,8200,2,1
58,70,2018,160000,2,1
59,71,2018,23000,2,1
60,72,2018,3700,2,1
61,73,2018,500,2,1
62,75,2018,640000,2,1
63,76,2018,61000,2,1
64,77,2018,7200,2,1
65,78,2018,9000,2,1
66,79,2018,130000,2,1
67,80,2018,40000,2,1
68,81,2018,30000,2,1
69,82,2018,500,2,1
70,83,2018,26000,2,1
71,84,2018,1600000,2,1
72,85,2018,640,2,1
73,86,2018,8500,2,1
74,87,2018,12000,2,1
75,88,2018,5300,2,1
76,89,2018,2500,2,1
77,90,2018,340000,2,1
78,91,2018,39000,2,1
79,92,2018,9200,2,1
80,94,2018,1200,2,1
81,95,2018,39000,2,1
82,96,2018,1000000,2,1
83,97,2018,87000,2,1
84,99,2018,150000,2,1
85,101,2018,5600,2,1
86,102,2018,13000,2,1
87,103,2018,230000,2,1
88,104,2018,600,2,1
89,105,2018,500,2,1
90,106,2018,21000,2,1
91,107,2018,2200000,2,1
92,108,2018,240000,2,1
93,109,2018,200000,2,1
94,110,2018,30000,2,1
95,112,2018,3600,2,1
96,113,2018,9400,2,1
97,114,2018,36000,2,1
98,115,2018,1900000,2,1
99,116,2018,5800,2,1
100,117,2018,3200,2,1
101,118,2018,160000,2,1
102,119,2018,26000,2,1
103,120,2018,45000,2,1
104,121,2018,21000,2,1
105,122,2018,79000,2,1
106,123,2018,77000,2,1
107,125,2018,41000,2,1
108,128,2018,17000,2,1
109,129,2018,500,2,1
110,130,2018,18000,2,1
111,132,2018,220000,2,1
112,134,2018,42000,2,1
113,135,2018,3000,2,1
114,136,2018,70000,2,1
115,137,2018,7900,2,1
116,138,2018,1200,2,1
117,140,2018,11000,2,1
118,141,2018,7700000,2,1
119,142,2018,190000,2,1
120,143,2018,150000,2,1
121,144,2018,3500,2,1
122,145,2018,59000,2,1
123,146,2018,5600,2,1
124,149,2018,660,2,1
125,150,2018,13000,2,1
126,151,2018,480000,2,1
127,153,2018,110000,2,1
128,155,2018,2800,2,1
129,158,2018,1400000,2,1
130,159,2018,240000,2,1
131,162,2018,1600000,2,1
132,164,2018,14000,2,1
133,165,2018,52000,2,1
134,166,2018,120000,2,1
135,167,2018,230000,2,1
136,168,2018,11000,2,1
137,169,2018,1200000,2,1
138,170,2018,1300000,2,1
139,1,2010,4200,2,1
140,3,2010,7100,2,1
141,4,2010,220000,2,1
142,5,2010,110000,2,1
143,6,2010,3300,2,1
144,7,2010,21000,2,1
145,10,2010,5800,2,1
146,12,2010,7700,2,1
147,13,2010,2300,2,1
148,14,2010,12000,2,1
149,16,2010,3700,2,1
150,17,2010,61000,2,1
151,18,2010,1300,2,1
152,19,2010,23000,2,1
153,20,2010,200,2,1
154,21,2010,340000,2,1
155,22,2010,670000,2,1
156,24,2010,1700,2,1
157,25,2010,110000,2,1
158,26,2010,93000,2,1
159,27,2010,2100,2,1
160,28,2010,79000,2,1
161,29,2010,520000,2,1
162,31,2010,140000,2,1
163,32,2010,99000,2,1
164,33,2010,39000,2,1
165,35,2010,130000,2,1
166,36,2010,200,2,1
167,37,2010,82000,2,1
168,38,2010,9300,2,1
169,39,2010,480000,2,1
170,40,2010,1000,2,1
171,41,2010,17000,2,1
172,43,2010,1800,2,1
173,45,2010,480000,2,1
174,46,2010,5500,2,1
175,47,2010,9400,2,1
176,48,2010,72000,2,1
177,49,2010,34000,2,1
178,50,2010,6800,2,1
179,51,2010,26000,2,1
180,52,2010,35000,2,1
181,53,2010,17000,2,1
182,54,2010,6000,2,1
183,55,2010,160000,2,1
184,56,2010,630000,2,1
185,58,2010,2700,2,1
186,59,2010,140000,2,1
187,60,2010,43000,2,1
188,61,2010,18000,2,1
189,62,2010,5600,2,1
190,63,2010,69000,2,1
191,64,2010,300000,2,1
192,66,2010,49000,2,1
193,67,2010,100000,2,1
194,68,2010,38000,2,1
195,69,2010,6700,2,1
196,70,2010,140000,2,1
197,71,2010,26000,2,1
198,72,2010,2000,2,1
199,73,2010,500,2,1
200,75,2010,510000,2,1
201,76,2010,50000,2,1
202,77,2010,4800,2,1
203,78,2010,6000,2,1
204,79,2010,110000,2,1
205,80,2010,37000,2,1
206,81,2010,19000,2,1
207,82,2010,200,2,1
208,83,2010,11000,2,1
209,84,2010,1500000,2,1
210,85,2010,500,2,1
211,86,2010,4100,2,1
212,87,2010,9900,2,1
213,88,2010,4000,2,1
214,89,2010,1600,2,1
215,90,2010,300000,2,1
216,91,2010,41000,2,1
217,92,2010,6100,2,1
218,94,2010,700,2,1
219,95,2010,21000,2,1
220,96,2010,870000,2,1
221,97,2010,74000,2,1
222,99,2010,120000,2,1
223,101,2010,7100,2,1
224,102,2010,11000,2,1
225,103,2010,180000,2,1
226,104,2010,500,2,1
227,105,2010,200,2,1
228,106,2010,17000,2,1
229,107,2010,1600000,2,1
230,108,2010,220000,2,1
231,109,2010,170000,2,1
232,110,2010,31000,2,1
233,111,2010,20000,2,1
234,112,2010,2500,2,1
235,113,2010,7900,2,1
236,114,2010,37000,2,1
237,115,2010,1500000,2,1
238,116,2010,4200,2,1
239,117,2010,2200,2,1
240,118,2010,67000,2,1
241,119,2010,20000,2,1
242,120,2010,38000,2,1
243,121,2010,20000,2,1
244,122,2010,65000,2,1
245,123,2010,15000,2,1
246,125,2010,40000,2,1
247,128,2010,16000,2,1
248,129,2010,200,2,1
249,130,2010,14000,2,1
250,132,2010,220000,2,1
251,134,2010,44000,2,1
252,135,2010,1800,2,1
253,136,2010,58000,2,1
254,137,2010,6500,2,1
255,138,2010,500,2,1
256,140,2010,17000,2,1
257,141,2010,6100000,2,1
258,142,2010,140000,2,1
259,143,2010,140000,2,1
260,144,2010,4000,2,1
261,145,2010,43000,2,1
262,146,2010,4600,2,1
263,149,2010,570,2,1
264,150,2010,9200,2,1
265,151,2010,580000,2,1
266,153,2010,100000,2,1
267,155,2010,1400,2,1
268,158,2010,1200000,2,1
269,159,2010,230000,2,1
270,162,2010,1300000,2,1
271,163,2010,990000,2,1
272,164,2010,9600,2,1
273,165,2010,30000,2,1
274,167,2010,220000,2,1
275,168,2010,5100,2,1
276,169,2010,1000000,2,1
277,170,2010,1200000,2,1
278,1,2005,2900,2,1
279,3,2005,3700,2,1
280,4,2005,150000,2,1
281,5,2005,85000,2,1
282,6,2005,2700,2,1
283,7,2005,16000,2,1
284,10,2005,5100,2,1
285,12,2005,4000,2,1
286,13,2005,1700,2,1
287,14,2005,5400,2,1
288,16,2005,2800,2,1
289,17,2005,56000,2,1
290,18,2005,1100,2,1
291,19,2005,26000,2,1
292,20,2005,200,2,1
293,21,2005,310000,2,1
294,22,2005,550000,2,1
295,24,2005,980,2,1
296,25,2005,120000,2,1
297,26,2005,110000,2,1
298,27,2005,1800,2,1
299,28,2005,82000,2,1
300,29,2005,470000,2,1
301,31,2005,150000,2,1
302,32,2005,88000,2,1
303,33,2005,25000,2,1
304,35,2005,120000,2,1
305,36,2005,100,2,1
306,37,2005,77000,2,1
307,38,2005,6500,2,1
308,39,2005,510000,2,1
309,40,2005,710,2,1
310,41,2005,9000,2,1
311,43,2005,970,2,1
312,45,2005,510000,2,1
313,46,2005,4900,2,1
314,47,2005,11000,2,1
315,48,2005,79000,2,1
316,49,2005,29000,2,1
317,50,2005,3200,2,1
318,51,2005,23000,2,1
319,52,2005,22000,2,1
320,53,2005,17000,2,1
321,54,2005,5400,2,1
322,55,2005,130000,2,1
323,56,2005,640000,2,1
324,58,2005,1900,2,1
325,59,2005,110000,2,1
326,60,2005,35000,2,1
327,61,2005,15000,2,1
328,62,2005,2800,2,1
329,63,2005,56000,2,1
330,64,2005,280000,2,1
331,66,2005,48000,2,1
332,67,2005,93000,2,1
333,68,2005,31000,2,1
334,69,2005,5000,2,1
335,70,2005,140000,2,1
336,71,2005,31000,2,1
337,72,2005,1200,2,1
338,73,2005,200,2,1
339,75,2005,290000,2,1
340,76,2005,37000,2,1
341,77,2005,3200,2,1
342,78,2005,4100,2,1
343,79,2005,89000,2,1
344,80,2005,38000,2,1
345,81,2005,12000,2,1
346,82,2005,200,2,1
347,83,2005,4000,2,1
348,84,2005,1500000,2,1
349,85,2005,500,2,1
350,86,2005,1500,2,1
351,87,2005,6700,2,1
352,88,2005,3200,2,1
353,89,2005,1300,2,1
354,90,2005,280000,2,1
355,91,2005,41000,2,1
356,92,2005,2900,2,1
357,94,2005,500,2,1
358,95,2005,19000,2,1
359,96,2005,820000,2,1
360,97,2005,66000,2,1
361,99,2005,110000,2,1
362,101,2005,7500,2,1
363,102,2005,8000,2,1
364,103,2005,150000,2,1
365,104,2005,500,2,1
366,105,2005,100,2,1
367,106,2005,13000,2,1
368,107,2005,1200000,2,1
369,108,2005,210000,2,1
370,109,2005,160000,2,1
371,110,2005,29000,2,1
372,111,2005,16000,2,1
373,112,2005,1800,2,1
374,113,2005,6100,2,1
375,114,2005,40000,2,1
376,115,2005,1400000,2,1
377,116,2005,3000,2,1
378,117,2005,1700,2,1
379,118,2005,12000,2,1
380,119,2005,16000,2,1
381,120,2005,38000,2,1
382,121,2005,19000,2,1
383,122,2005,65000,2,1
384,123,2005,3700,2,1
385,125,2005,37000,2,1
386,128,2005,12000,2,1
387,129,2005,100,2,1
388,130,2005,11000,2,1
389,132,2005,220000,2,1
390,134,2005,42000,2,1
391,135,2005,1100,2,1
392,136,2005,51000,2,1
393,137,2005,4100,2,1
394,138,2005,500,2,1
395,140,2005,20000,2,1
396,141,2005,5000000,2,1
397,142,2005,120000,2,1
398,143,2005,120000,2,1
399,144,2005,3600,2,1
400,145,2005,29000,2,1
401,146,2005,4000,2,1
402,149,2005,500,2,1
403,150,2005,5200,2,1
404,151,2005,630000,2,1
405,153,2005,100000,2,1
406,155,2005,640,2,1
407,158,2005,1100000,2,1
408,159,2005,230000,2,1
409,162,2005,1200000,2,1
410,164,2005,7600,2,1
411,165,2005,21000,2,1
412,167,2005,180000,2,1
413,168,2005,2400,2,1
414,169,2005,920000,2,1
415,170,2005,1400000,2,1
416,1,2000,1600,2,1
417,3,2000,1900,2,1
418,4,2000,87000,2,1
419,5,2000,64000,2,1
420,6,2000,950,2,1
421,7,2000,13000,2,1
422,10,2000,5100,2,1
423,12,2000,940,2,1
424,13,2000,1100,2,1
425,14,2000,1400,2,1
426,16,2000,1700,2,1
427,17,2000,47000,2,1
428,18,2000,530,2,1
429,19,2000,21000,2,1
430,20,2000,100,2,1
431,21,2000,280000,2,1
432,22,2000,410000,2,1
433,24,2000,500,2,1
434,25,2000,140000,2,1
435,26,2000,130000,2,1
436,27,2000,1600,2,1
437,28,2000,81000,2,1
438,29,2000,370000,2,1
439,31,2000,160000,2,1
440,32,2000,80000,2,1
441,33,2000,14000,2,1
442,35,2000,110000,2,1
443,36,2000,100,2,1
444,37,2000,80000,2,1
445,38,2000,4300,2,1
446,39,2000,590000,2,1
447,40,2000,500,2,1
448,41,2000,4100,2,1
449,43,2000,510,2,1
450,45,2000,540000,2,1
451,46,2000,4000,2,1
452,47,2000,9400,2,1
453,48,2000,85000,2,1
454,49,2000,26000,2,1
455,50,2000,1500,2,1
456,51,2000,18000,2,1
457,52,2000,13000,2,1
458,53,2000,16000,2,1
459,54,2000,3400,2,1
460,55,2000,110000,2,1
461,56,2000,750000,2,1
462,58,2000,1100,2,1
463,59,2000,82000,2,1
464,60,2000,28000,2,1
465,61,2000,9900,2,1
466,62,2000,980,2,1
467,63,2000,45000,2,1
468,64,2000,270000,2,1
469,66,2000,44000,2,1
470,67,2000,83000,2,1
471,68,2000,22000,2,1
472,69,2000,2300,2,1
473,70,2000,150000,2,1
474,71,2000,40000,2,1
475,72,2000,830,2,1
476,73,2000,100,2,1
477,75,2000,80000,2,1
478,76,2000,16000,2,1
479,77,2000,1900,2,1
480,78,2000,2700,2,1
481,79,2000,68000,2,1
482,80,2000,41000,2,1
483,81,2000,6200,2,1
484,82,2000,100,2,1
485,83,2000,1100,2,1
486,84,2000,1700000,2,1
487,85,2000,200,2,1
488,86,2000,710,2,1
489,87,2000,2200,2,1
490,88,2000,2300,2,1
491,89,2000,910,2,1
492,90,2000,260000,2,1
493,91,2000,43000,2,1
494,92,2000,950,2,1
495,94,2000,500,2,1
496,95,2000,13000,2,1
497,96,2000,810000,2,1
498,97,2000,55000,2,1
499,99,2000,110000,2,1
500,101,2000,5500,2,1
501,102,2000,3200,2,1
502,103,2000,130000,2,1
503,104,2000,100,2,1
504,105,2000,100,2,1
505,106,2000,9700,2,1
506,107,2000,840000,2,1
507,108,2000,150000,2,1
508,109,2000,140000,2,1
509,110,2000,16000,2,1
